,epoch,dot_p_b_corr,dot_p_b_org
0,0,0.018131608953188553,0.01831255849936458
1,1,0.1068445849967298,0.11565850003959653
2,2,0.10082537378910711,0.14927928933568982
3,4,0.0980149424253582,0.19329925995344108
4,6,0.1087041900150399,0.21302827893732462
5,8,0.11621540200550169,0.22220823821146915
6,10,0.12027686145802173,0.22469981091839433
7,12,0.12569836893790617,0.22355752916264962
8,14,0.13238650819015602,0.22111288015339753
9,16,0.13823908621778855,0.21610479711039057
10,18,0.1441607606147108,0.21001995990686406
11,20,0.1493297593708661,0.20251081988503639
12,25,0.1607005954388021,0.1825250951956977
13,30,0.17167096305358168,0.163859273121724
14,35,0.1806438995059133,0.14898242438792844
15,40,0.1859669630255728,0.13767879224052293
16,45,0.18955185796996707,0.1300786562687872
17,50,0.1931951149039866,0.1279727235718509
18,55,0.2051544400674045,0.13142972766533273
19,60,0.211388691195991,0.12698306488918995
20,65,0.22306892300157052,0.1274336359640314
21,70,0.23386134590120677,0.1318474008678782
22,75,0.23893945399655367,0.13332684471095962
23,80,0.2462418537323431,0.13600665204027435
24,85,0.25935323760897383,0.14293100246542134
25,90,0.26581754275124014,0.1463383615052616
26,95,0.27171499658713427,0.14751573750835748
27,100,0.2773528577017314,0.1522302283209638
28,105,0.28177693883126287,0.15175718317164363
29,110,0.28676411400510843,0.15588162326190516
30,115,0.28796109369358647,0.156947492642962
31,120,0.2940556082125916,0.1565764388876396
32,125,0.2984895398226367,0.15824412680105482
33,130,0.2995721355083189,0.16128918905236403
34,135,0.3018564717965572,0.1623307460483192
35,140,0.3038187101794837,0.16100050466348156
36,145,0.313767676277781,0.16991396589167762
37,150,0.31465056619860865,0.17016361875762498
38,155,0.3180361710074974,0.16977748403100762
39,160,0.3173506320299616,0.17103527484621225
40,165,0.3158659965651401,0.16706197409354034
41,170,0.3227740896306012,0.17238146704643045
42,175,0.3248191910451905,0.17194778174624348
43,180,0.32647454238285545,0.1746261733854342
44,185,0.32230332591826655,0.169557710184895
45,190,0.31958924271542266,0.16909288741008052
46,195,0.3164836265661779,0.16783258375971835
47,200,0.3136250587395518,0.16465528808923988
48,205,0.31153500567264913,0.16430852866799156
