,number_pca_components_class
0,91
1,106
2,118
3,115
4,114
5,128
6,131
7,131
8,119
9,123
10,131
11,133
12,113
13,94
14,124
15,125
16,137
17,143
18,113
19,130
20,114
21,125
22,114
23,86
24,121
25,125
26,119
27,127
28,124
29,123
30,129
31,114
32,129
33,125
34,119
35,112
36,116
37,117
38,127
39,119
40,129
41,128
42,122
43,119
44,109
45,105
46,127
47,116
48,126
49,120
50,110
51,121
52,112
53,128
54,124
55,119
56,116
57,111
58,115
59,143
60,106
61,121
62,110
63,124
64,143
65,127
66,134
67,134
68,119
69,118
70,103
71,117
72,132
73,135
74,125
75,134
76,148
77,119
78,108
79,145
80,142
81,105
82,105
83,115
84,133
85,120
86,115
87,113
88,141
89,132
90,109
91,125
92,133
93,118
94,103
95,130
96,130
97,124
98,134
99,139
100,128
101,121
102,148
103,96
104,126
105,114
106,132
107,134
108,127
109,121
110,115
111,115
112,112
113,131
114,140
115,110
116,106
117,128
118,128
119,127
120,115
121,112
122,137
123,123
124,91
125,130
126,111
127,127
128,105
129,133
130,124
131,131
132,128
133,86
134,125
135,137
136,122
137,131
138,119
139,146
140,115
141,124
142,133
143,124
144,133
145,108
146,123
147,130
148,121
149,135
150,124
151,120
152,129
153,108
154,126
155,129
156,123
157,128
158,137
159,135
160,137
161,130
162,125
163,118
164,137
165,116
166,95
167,115
168,143
169,114
170,123
171,135
172,126
173,110
174,128
175,133
176,119
177,104
178,100
179,116
180,116
181,103
182,97
183,109
184,95
185,142
186,87
187,97
188,120
189,106
190,108
191,92
192,87
193,101
194,112
195,129
196,131
197,125
198,113
199,114
