,pca_variance_class
0,0.18657558436247712
1,0.2030244971730174
2,0.18207875128469125
3,0.18621123055987382
4,0.1846359199566167
5,0.190328343329135
6,0.1834517114869093
7,0.19736466782739007
8,0.18539163501499725
9,0.19697163732256756
