,pca_variance_class
0,0.9903978912001608
1,0.9921883991777151
2,0.9897376781099992
3,0.990139976106546
4,0.9920207933434619
5,0.990677303664729
6,0.9930790630068135
7,0.9912066769012603
8,0.992160125510225
9,0.9920874673777776
