,pca_variance_class
0,0.9964681400630584
1,0.996626576520474
2,0.996598564795035
3,0.9968518279040596
4,0.9963827827324988
5,0.9959665383541217
6,0.995850528246175
7,0.9957762568948006
8,0.9966998465794837
9,0.9957903084774039
