,number_pca_components_class
0,8
1,6
2,8
3,9
4,8
5,7
6,9
7,10
8,8
9,7
10,8
11,8
12,6
13,6
14,10
15,9
16,9
17,9
18,8
19,9
20,7
21,7
22,9
23,8
24,8
25,8
26,9
27,7
28,7
29,7
30,7
31,9
32,7
33,7
34,9
35,8
36,8
37,9
38,9
39,9
40,10
41,8
42,10
43,9
44,7
45,7
46,9
47,9
48,7
49,7
50,7
51,8
52,9
53,8
54,7
55,6
56,8
57,7
58,6
59,7
60,6
61,7
62,8
63,7
64,8
65,6
66,9
67,9
68,6
69,10
70,6
71,10
72,10
73,7
74,8
75,7
76,8
77,6
78,9
79,10
80,10
81,6
82,6
83,9
84,7
85,9
86,8
87,7
88,8
89,9
90,7
91,8
92,8
93,7
94,7
95,9
96,9
97,7
98,8
99,8
100,7
101,9
102,9
103,8
104,8
105,7
106,7
107,7
108,6
109,8
110,8
111,6
112,6
113,9
114,7
115,8
116,6
117,8
118,7
119,6
120,7
121,7
122,9
123,7
124,9
125,7
126,7
127,8
128,6
129,7
130,10
131,8
132,9
133,6
134,8
135,8
136,7
137,9
138,7
139,7
140,8
141,7
142,7
143,5
144,8
145,7
146,6
147,7
148,9
149,9
150,7
151,7
152,8
153,7
154,7
155,7
156,7
157,8
158,9
159,8
160,9
161,9
162,8
163,7
164,7
165,8
166,7
167,7
168,9
169,8
170,8
171,8
172,9
173,9
174,8
175,9
176,6
177,8
178,8
179,8
180,8
181,9
182,9
183,9
184,8
185,8
186,7
187,8
188,9
189,8
190,9
191,8
192,8
193,8
194,10
195,10
196,10
197,10
198,10
199,9
