,epoch,Train_accuracy,Test_accuracy
0,1,53.355,69.44
1,2,67.84833333333333,84.14
2,3,71.44833333333334,86.95
3,4,73.205,87.81
4,5,73.84833333333334,90.98
5,6,78.05333333333333,96.34
6,7,81.05,97.11
7,8,81.24166666666667,97.92
8,9,81.42333333333333,98.22
9,10,81.52666666666667,98.46000000000001
10,11,81.62666666666667,98.65
11,12,81.75166666666667,97.55
12,13,81.70500000000001,97.89999999999999
13,14,81.77,98.88
14,15,81.86333333333333,98.5
15,16,81.93166666666667,97.84
16,17,81.93,97.5
17,18,82.01833333333333,97.76
18,19,82.05666666666667,98.35000000000001
19,20,82.05666666666667,98.11
20,21,82.11666666666667,98.05
21,22,82.23,96.88
22,23,82.19333333333333,97.6
23,24,82.31333333333333,96.65
24,25,82.35166666666667,96.49
25,26,82.34666666666666,96.33
26,27,82.38833333333334,95.5
27,28,82.42666666666668,95.85000000000001
28,29,82.48,95.19999999999999
29,30,82.52000000000001,94.76
30,31,82.55333333333333,94.37
31,32,82.6,94.95
32,33,82.61666666666667,96.41999999999999
33,34,82.635,95.11
34,35,82.715,95.88
35,36,82.81833333333334,94.91000000000001
36,37,82.755,95.41
37,38,82.88,95.33
38,39,82.87333333333333,95.3
39,40,83.02000000000001,93.57
40,41,83.02166666666668,94.34
41,42,83.10833333333333,94.42
42,43,83.06166666666667,93.96
43,44,83.18166666666667,94.83
44,45,83.22333333333334,93.28
45,46,83.23833333333333,93.21000000000001
46,47,83.23166666666667,93.67999999999999
47,48,83.26666666666667,93.24
48,49,83.35666666666667,92.61
49,50,83.37333333333333,92.41
50,51,83.38333333333333,91.01
51,52,83.42,92.58
52,53,83.44166666666666,92.5
53,54,83.55,93.45
54,55,83.57,92.36
55,56,83.59333333333333,91.71000000000001
56,57,83.60666666666667,93.06
57,58,83.59166666666667,94.03
58,59,83.665,93.44
59,60,83.69666666666666,94.99
60,61,83.76833333333333,93.28
61,62,83.83666666666667,92.86999999999999
62,63,83.81333333333333,91.62
