epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,22.61,40.94166666666666,41.88,33.88833333333333,69.24,69.47
1,36.05166666666666,74.89833333333334,74.83999999999999,35.825,74.26333333333334,74.58
2,40.87833333333333,86.745,87.12,40.71,86.35833333333333,86.63
4,42.22666666666667,90.06,90.25999999999999,42.165,89.84666666666666,90.10000000000001
6,42.9,91.43333333333334,91.45,42.766666666666666,91.245,91.39
8,43.266666666666666,92.41833333333334,92.35,43.169999999999995,92.21666666666667,92.22
10,43.585,93.07333333333332,92.95,43.54,92.93666666666667,92.88
12,43.86833333333333,93.64166666666667,93.52000000000001,43.82,93.50333333333334,93.39
14,44.10666666666667,94.1,93.87,44.04333333333334,93.93,93.77
16,44.24666666666667,94.39999999999999,94.11,44.193333333333335,94.23666666666666,94.16
18,44.38333333333333,94.62666666666667,94.37,44.330000000000005,94.46333333333334,94.3
20,44.485,94.76833333333333,94.54,44.41166666666667,94.60333333333332,94.47
25,44.641666666666666,94.89999999999999,94.58,44.61333333333333,94.76,94.5
30,44.75833333333333,94.83,94.62,44.72333333333333,94.74833333333333,94.51
35,44.80166666666667,94.515,94.28999999999999,44.79833333333333,94.535,94.23
40,44.905,94.37666666666667,93.8,44.88166666666666,94.35333333333334,93.89
45,44.913333333333334,94.05833333333334,93.62,44.86666666666667,94.065,93.8
50,44.86333333333333,93.76666666666667,93.42,44.885000000000005,93.855,93.53
55,44.83,93.45833333333333,93.12,44.83333333333333,93.49,93.30000000000001
60,44.71333333333333,93.10833333333333,92.91,44.72333333333333,93.16833333333334,92.97
65,44.54666666666667,92.71000000000001,92.47999999999999,44.54333333333334,92.76666666666667,92.54
70,44.37833333333333,92.31333333333333,92.14,44.43833333333333,92.35,92.17999999999999
75,44.13166666666667,91.33,91.33,44.115,91.41666666666667,91.57
80,44.269999999999996,91.325,91.25999999999999,44.263333333333335,91.36666666666666,91.19
85,44.13,91.035,91.03999999999999,44.22333333333333,91.11666666666667,91.24
90,44.11333333333333,91.18666666666667,91.10000000000001,44.07333333333333,91.17166666666667,91.22
95,43.84,90.45166666666667,90.57,43.81833333333333,90.37166666666666,90.57
100,43.94166666666667,90.45833333333333,90.38000000000001,43.89,90.37166666666666,90.48
105,43.93333333333334,90.29666666666667,90.24,43.91166666666667,90.28833333333334,90.35
110,43.946666666666665,90.14166666666667,89.9,43.94166666666667,90.16,90.22
115,44.0,90.26666666666667,89.88000000000001,43.968333333333334,90.315,90.05
120,44.071666666666665,90.205,89.83,44.055,90.22666666666666,89.62
125,44.35166666666667,90.21666666666667,89.89,44.295,90.21333333333334,89.92
130,44.251666666666665,89.98666666666666,89.59,44.276666666666664,90.02833333333334,89.71000000000001
135,44.346666666666664,89.905,89.55,44.32,89.86833333333333,89.59
140,44.333333333333336,89.82166666666667,89.48,44.285000000000004,89.75833333333333,89.45
145,44.218333333333334,89.46,88.85,44.21666666666667,89.50166666666667,89.0
150,44.36333333333333,89.77333333333334,89.03999999999999,44.361666666666665,89.76333333333332,89.07000000000001
155,44.336666666666666,89.62833333333333,88.84,44.324999999999996,89.62,88.83
160,44.59166666666667,90.04166666666666,89.27000000000001,44.57833333333333,90.08833333333334,89.61
165,44.63166666666666,89.90666666666667,89.32,44.60166666666667,89.91333333333333,89.58
170,44.769999999999996,90.11333333333333,89.41,44.81,90.13,89.53
175,44.82333333333333,90.065,89.5,44.81166666666667,90.06333333333333,89.61
180,44.943333333333335,89.94166666666666,89.42999999999999,44.91833333333333,90.02333333333333,89.52
185,45.08166666666666,90.23333333333333,89.81,45.07333333333333,90.24166666666666,89.9
190,45.03666666666667,90.22166666666666,89.82,45.05166666666667,90.25666666666666,89.85
195,45.23833333333334,89.90666666666667,89.64999999999999,45.17333333333333,89.93333333333334,89.78
200,45.09666666666667,89.805,89.52,45.095,89.865,89.51
205,45.156666666666666,89.96333333333332,89.72,45.163333333333334,90.10666666666667,89.66
210,45.105000000000004,89.96166666666666,89.61,45.14833333333333,90.00833333333334,89.82
215,45.18666666666667,90.02,89.71000000000001,45.16166666666667,90.05666666666666,89.69
220,45.42666666666666,89.705,89.59,45.431666666666665,89.81333333333333,89.78
225,45.495000000000005,89.87,89.84,45.54833333333333,89.935,89.86
230,45.565,90.17666666666668,90.07,45.56666666666666,90.25999999999999,90.12
235,45.428333333333335,89.86166666666666,89.69,45.403333333333336,89.96666666666667,89.67
240,45.556666666666665,89.8,89.56,45.553333333333335,89.82166666666667,89.66
245,45.58,90.10666666666667,90.23,45.64333333333334,90.14666666666666,90.32
250,45.7,90.03833333333333,90.0,45.69833333333334,90.12833333333333,89.98
255,45.715,90.00833333333334,89.63,45.74333333333334,90.07833333333333,89.85
260,45.58333333333333,89.90833333333333,89.98,45.54166666666667,89.95166666666667,90.03999999999999
265,45.68333333333333,89.785,89.55,45.696666666666665,89.80666666666667,89.63
270,45.945,89.99000000000001,90.14,45.925,89.98333333333333,90.03999999999999
275,46.050000000000004,90.08833333333334,90.03999999999999,46.02,90.09666666666666,90.03
280,46.041666666666664,90.17333333333333,90.01,46.02333333333333,90.21166666666667,90.21000000000001
285,46.00666666666667,90.23666666666666,90.09,46.02333333333333,90.26333333333334,90.18
290,45.93833333333333,89.495,89.38000000000001,45.943333333333335,89.51666666666667,89.47
295,46.266666666666666,90.06,89.97,46.248333333333335,90.05833333333332,90.24
