,number_pca_components_class
0,166
1,130
2,153
3,144
4,139
5,167
6,191
7,176
8,147
9,144
10,184
11,160
12,120
13,172
14,192
15,164
16,200
17,202
18,177
19,180
20,136
21,159
22,137
23,140
24,171
25,163
26,159
27,171
28,146
29,158
30,163
31,151
32,165
33,157
34,139
35,124
36,160
37,163
38,169
39,166
40,183
41,178
42,171
43,179
44,133
45,159
46,187
47,169
48,164
49,126
50,129
51,131
52,130
53,146
54,152
55,133
56,128
57,127
58,139
59,213
60,133
61,167
62,146
63,186
64,210
65,171
66,159
67,204
68,160
69,173
70,138
71,179
72,201
73,204
74,183
75,167
76,226
77,156
78,156
79,237
80,214
81,117
82,146
83,195
84,155
85,174
86,154
87,142
88,205
89,204
90,190
91,161
92,169
93,144
94,138
95,170
96,160
97,151
98,181
99,185
100,180
101,172
102,209
103,142
104,183
105,144
106,172
107,140
108,170
109,188
110,140
111,122
112,160
113,209
114,160
115,155
116,141
117,173
118,152
119,169
120,164
121,142
122,192
123,153
124,142
125,177
126,142
127,170
128,144
129,196
130,186
131,193
132,194
133,106
134,186
135,217
136,156
137,168
138,181
139,186
140,145
141,165
142,196
143,137
144,193
145,135
146,163
147,174
148,166
149,216
150,176
151,166
152,184
153,154
154,151
155,151
156,174
157,154
158,204
159,196
160,195
161,204
162,145
163,184
164,151
165,129
166,121
167,166
168,219
169,171
170,154
171,168
172,173
173,145
174,183
175,223
176,156
177,148
178,145
179,173
180,179
181,151
182,157
183,168
184,173
185,197
186,179
187,179
188,196
189,179
190,166
191,139
192,151
193,150
194,139
195,166
196,196
197,158
198,156
199,176
