,number_pca_components_class
0,5
1,6
2,6
3,6
4,5
5,6
6,6
7,6
8,5
9,5
10,5
11,6
12,5
13,4
14,6
15,6
16,6
17,6
18,6
19,5
20,5
21,5
22,6
23,5
24,5
25,6
26,6
27,4
28,5
29,5
30,5
31,6
32,5
33,5
34,5
35,5
36,5
37,6
38,6
39,6
40,6
41,5
42,6
43,6
44,6
45,6
46,6
47,6
48,6
49,5
50,4
51,5
52,6
53,5
54,5
55,5
56,6
57,5
58,6
59,5
60,4
61,6
62,5
63,5
64,5
65,5
66,5
67,6
68,5
69,6
70,4
71,5
72,5
73,5
74,5
75,4
76,5
77,5
78,5
79,5
80,5
81,5
82,5
83,6
84,4
85,5
86,4
87,4
88,5
89,6
90,5
91,6
92,5
93,6
94,5
95,5
96,5
97,5
98,6
99,5
100,5
101,5
102,5
103,5
104,5
105,5
106,5
107,4
108,4
109,5
110,5
111,4
112,5
113,6
114,6
115,5
116,4
117,4
118,4
119,5
120,5
121,5
122,6
123,5
124,4
125,4
126,5
127,4
128,4
129,5
130,6
131,5
132,4
133,5
134,5
135,5
136,5
137,6
138,5
139,4
140,6
141,5
142,6
143,4
144,5
145,5
146,4
147,4
148,5
149,5
150,5
151,4
152,5
153,5
154,4
155,4
156,4
157,5
158,5
159,5
160,5
161,6
162,5
163,5
164,4
165,5
166,4
167,5
168,5
169,6
170,4
171,5
172,6
173,4
174,5
175,6
176,5
177,6
178,6
179,6
180,5
181,6
182,6
183,6
184,6
185,6
186,5
187,6
188,6
189,6
190,5
191,6
192,5
193,6
194,5
195,4
196,6
197,5
198,5
199,6
