epoch,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,44.138333333333335,66.5,67.4
1,59.94166666666667,93.01,93.71000000000001
2,61.83166666666666,96.135,96.45
4,62.78,97.66,97.84
6,63.20333333333333,98.285,98.28
8,63.43,98.585,98.57000000000001
10,63.531666666666666,98.71166666666666,98.56
12,63.59666666666667,98.70166666666667,98.55000000000001
14,63.63999999999999,98.685,98.45
16,63.608333333333334,98.43666666666667,98.3
18,63.513333333333335,98.06666666666666,97.92999999999999
20,63.66833333333334,98.06833333333333,97.92
25,63.763333333333335,97.87333333333333,97.71
30,63.50333333333333,97.16166666666666,96.93
35,63.473333333333336,96.89833333333333,96.65
40,63.15833333333334,96.28999999999999,96.05
45,62.81666666666666,95.83,95.58
50,62.66166666666667,95.56166666666667,95.39999999999999
55,62.83166666666666,95.63166666666667,95.52000000000001
60,62.531666666666666,95.075,95.25
65,62.434999999999995,94.87333333333333,95.06
70,62.55666666666667,94.95666666666666,94.89
75,62.50666666666667,94.88666666666667,94.65
80,62.33,94.62666666666667,94.76
85,62.53333333333333,94.85166666666667,95.04
90,62.38666666666667,94.475,94.61
95,62.49333333333333,94.57833333333333,94.64
100,62.65500000000001,94.935,94.83
105,62.61333333333333,94.88833333333334,94.78999999999999
110,62.50333333333333,94.68666666666667,94.58
115,62.644999999999996,94.67999999999999,94.39
120,62.678333333333335,94.81,94.83
125,62.498333333333335,94.72666666666667,94.67999999999999
130,62.53333333333333,94.50666666666667,94.37
135,62.451666666666675,94.43333333333334,94.54
140,62.39333333333333,94.395,94.44
145,62.49,94.49833333333333,94.53
150,62.36333333333334,94.34166666666667,94.31
155,62.46666666666667,94.47333333333333,94.39999999999999
160,62.425,94.27166666666666,94.37
165,62.33666666666666,94.22666666666667,94.11
170,62.211666666666666,93.94500000000001,93.85
175,62.45333333333334,94.23166666666667,94.33
180,62.34499999999999,94.02000000000001,94.07
185,62.44499999999999,94.29166666666666,93.96
190,62.31166666666667,94.015,93.85
195,62.35666666666667,94.09666666666666,94.08
200,62.419999999999995,94.195,94.23
205,62.46333333333334,94.25,93.96
210,62.14666666666666,93.7,93.72
215,62.18666666666667,93.71000000000001,93.58999999999999
220,62.27,93.82166666666667,93.57
225,62.08,93.43666666666667,93.24
230,62.16833333333334,93.66,93.55
235,62.211666666666666,93.62333333333333,93.42
240,62.05333333333334,93.42166666666667,93.60000000000001
245,61.98166666666667,93.38833333333334,93.32000000000001
250,62.260000000000005,93.67166666666667,93.67
255,62.17666666666667,93.625,93.28999999999999
260,62.36666666666667,93.715,93.65
265,62.31333333333333,93.765,93.8
270,62.235,93.48166666666667,93.8
275,62.265,93.60000000000001,93.94
280,62.23833333333333,93.63,93.69
285,62.23833333333333,93.39833333333334,93.43
290,62.20833333333333,93.27499999999999,93.27
295,62.3,93.44166666666666,93.65
300,62.27666666666667,93.53,93.51
305,62.026666666666664,93.175,93.45
310,62.275000000000006,93.28833333333333,93.49
315,62.31333333333333,93.32833333333333,93.33
320,62.26833333333334,93.45333333333333,93.61
325,62.24166666666666,93.39166666666667,93.26
330,62.125,93.24833333333333,93.17
335,62.04833333333334,93.27333333333333,93.34
340,62.16166666666667,93.50333333333334,93.81
345,62.214999999999996,93.33666666666667,93.53
350,62.44833333333333,93.79333333333332,93.96
355,62.32333333333333,93.49666666666666,93.73
360,62.22333333333333,93.41166666666668,93.63
365,62.25166666666667,93.48666666666666,93.75
370,62.239999999999995,93.15,93.43
375,62.22833333333333,93.27499999999999,93.54
380,62.37666666666667,93.38,93.61
385,62.36666666666667,93.39166666666667,93.57
390,62.395,93.21000000000001,93.5
395,62.519999999999996,93.51833333333333,93.43
400,62.38333333333333,93.345,93.43
405,62.548333333333325,93.75166666666667,93.57
410,62.27,93.24,93.37
415,62.48833333333334,93.61666666666667,93.60000000000001
420,62.51166666666666,93.80166666666668,93.72
425,62.36166666666667,93.58666666666666,93.7
430,62.37833333333334,93.42333333333333,93.47999999999999
435,62.36666666666667,93.42666666666666,93.63
440,62.35666666666667,93.33500000000001,93.35
445,62.18166666666667,93.23833333333333,93.42
450,62.37833333333334,93.61166666666666,93.54
455,62.28666666666667,93.41333333333334,93.31
460,62.405,93.47833333333332,93.35
465,62.334999999999994,93.61333333333334,93.83
470,62.39,93.49333333333333,93.33
475,62.516666666666666,93.49,93.28
480,62.33666666666666,93.37666666666667,93.24
485,62.541666666666664,93.605,93.58999999999999
490,62.57833333333333,93.78833333333333,93.67999999999999
495,62.431666666666665,93.53166666666667,93.55
500,62.346666666666664,93.35,93.45
