,pca_variance_class
0,0.43056935226730064
1,0.39606026898294566
2,0.45396305832427697
3,0.5085774891875529
4,0.4085214656795799
5,0.43717917156284813
6,0.4413011905316
7,0.4618406194918541
8,0.3760003286951145
9,0.45744235589519383
