Epoch,Correct,Total,Accuracy
10,2885,36100,0.0799
11,2779,36100,0.077
12,2847,36100,0.0789
13,2958,36100,0.0819
14,3122,36100,0.0865
15,3280,36100,0.0909
16,3505,36100,0.0971
17,3949,36100,0.1094
18,4268,36100,0.1182
19,4561,36100,0.1263
20,5160,36100,0.1429
21,5465,36100,0.1514
22,5754,36100,0.1594
23,5917,36100,0.1639
24,6301,36100,0.1745
25,6589,36100,0.1825
26,7183,36100,0.199
27,7132,36100,0.1976
28,7608,36100,0.2107
29,7651,36100,0.2119
30,8155,36100,0.2259
31,7759,36100,0.2149
32,8447,36100,0.234
33,7996,36100,0.2215
34,8738,36100,0.242
35,8682,36100,0.2405
36,9196,36100,0.2547
37,9175,36100,0.2542
38,8806,36100,0.2439
39,9427,36100,0.2611
40,9679,36100,0.2681
41,8797,36100,0.2437
42,9844,36100,0.2727
43,10193,36100,0.2824
44,9880,36100,0.2737
45,10605,36100,0.2938
46,10089,36100,0.2795
47,10517,36100,0.2913
48,10467,36100,0.2899
49,11174,36100,0.3095
50,11821,36100,0.3275
51,11001,36100,0.3047
52,11830,36100,0.3277
53,11290,36100,0.3127
54,11718,36100,0.3246
55,11209,36100,0.3105
56,12049,36100,0.3338
57,11017,36100,0.3052
58,12669,36100,0.3509
59,12281,36100,0.3402
60,12417,36100,0.344
61,12268,36100,0.3398
62,12703,36100,0.3519
63,11690,36100,0.3238
64,12584,36100,0.3486
65,13153,36100,0.3643
66,13215,36100,0.3661
67,13079,36100,0.3623
68,12158,36100,0.3368
69,13519,36100,0.3745
70,13025,36100,0.3608
71,13188,36100,0.3653
72,13001,36100,0.3601
73,12215,36100,0.3384
74,13563,36100,0.3757
75,14931,36100,0.4136
76,13479,36100,0.3734
77,14516,36100,0.4021
78,13724,36100,0.3802
79,14629,36100,0.4052
80,13873,36100,0.3843
81,14158,36100,0.3922
82,14272,36100,0.3953
83,14672,36100,0.4064
84,14704,36100,0.4073
85,14768,36100,0.4091
86,14607,36100,0.4046
87,14401,36100,0.3989
88,15088,36100,0.418
89,14080,36100,0.39
90,15564,36100,0.4311
91,15385,36100,0.4262
92,15184,36100,0.4206
93,14702,36100,0.4073
94,15630,36100,0.433
95,15559,36100,0.431
96,15929,36100,0.4412
97,13871,36100,0.3842
98,15861,36100,0.4394
99,16594,36100,0.4597
