Epoch,Correct,Total,Accuracy
40,5030,13900,0.3619
41,5137,13900,0.3696
42,5117,13900,0.3681
43,4647,13900,0.3343
44,4482,13900,0.3224
45,4763,13900,0.3427
46,4459,13900,0.3208
47,4479,13900,0.3222
48,4650,13900,0.3345
49,4611,13900,0.3317
50,4583,13900,0.3297
51,4343,13900,0.3124
52,4413,13900,0.3175
53,4703,13900,0.3383
54,4450,13900,0.3201
55,4377,13900,0.3149
56,4369,13900,0.3143
57,3880,13900,0.2791
58,4263,13900,0.3067
59,3887,13900,0.2796
60,4088,13900,0.2941
61,3785,13900,0.2723
62,3683,13900,0.265
63,3755,13900,0.2701
64,3695,13900,0.2658
65,3678,13900,0.2646
66,3345,13900,0.2406
67,3171,13900,0.2281
68,3212,13900,0.2311
69,3015,13900,0.2169
70,3005,13900,0.2162
71,3085,13900,0.2219
72,2725,13900,0.196
73,2461,13900,0.1771
74,2600,13900,0.1871
75,2628,13900,0.1891
76,2724,13900,0.196
77,2527,13900,0.1818
78,2288,13900,0.1646
79,2072,13900,0.1491
80,1755,13900,0.1263
81,2020,13900,0.1453
82,1966,13900,0.1414
83,1877,13900,0.135
84,1949,13900,0.1402
85,1954,13900,0.1406
86,1979,13900,0.1424
87,1888,13900,0.1358
88,1831,13900,0.1317
89,1835,13900,0.132
90,1396,13900,0.1004
91,1396,13900,0.1004
92,1396,13900,0.1004
93,1396,13900,0.1004
94,1396,13900,0.1004
95,1396,13900,0.1004
96,1396,13900,0.1004
97,1396,13900,0.1004
98,1396,13900,0.1004
99,1396,13900,0.1004
