epoch,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,10.435,13.326666666666668,13.18
1,9.863333333333333,10.016666666666667,9.82
2,10.281666666666666,13.835,13.459999999999999
4,10.283333333333333,13.926666666666668,14.2
6,10.143333333333333,15.486666666666668,15.379999999999999
8,10.17,12.493333333333332,12.879999999999999
10,10.233333333333333,12.475,12.83
12,10.268333333333333,18.17,18.58
14,10.261666666666667,16.478333333333335,16.8
16,10.356666666666667,14.713333333333335,14.940000000000001
18,10.336666666666666,13.131666666666666,13.5
20,10.489999999999998,14.661666666666667,14.860000000000001
25,10.581666666666667,8.463333333333335,8.35
30,10.856666666666667,7.801666666666667,7.66
35,11.21,7.886666666666667,8.09
40,11.123333333333333,8.453333333333333,8.6
45,11.088333333333333,5.916666666666667,6.29
50,11.013333333333334,7.9,8.06
55,10.93,7.411666666666666,7.739999999999999
60,11.004999999999999,6.1,6.140000000000001
65,10.985,6.791666666666667,7.1
70,10.826666666666666,7.71,8.1
75,11.118333333333332,8.475000000000001,8.53
80,11.315,11.463333333333333,11.0
85,11.360000000000001,10.773333333333333,10.52
90,11.215,10.116666666666667,9.93
95,11.196666666666667,10.51,10.4
100,11.238333333333333,10.51,10.41
105,11.226666666666667,11.496666666666666,11.4
110,11.078333333333333,11.15,10.96
115,11.32,10.141666666666667,9.959999999999999
120,11.496666666666666,9.238333333333333,9.27
125,11.459999999999999,8.785,8.61
130,11.705,9.443333333333333,9.75
135,11.648333333333333,9.013333333333334,9.3
140,11.758333333333333,9.934999999999999,10.02
145,11.701666666666668,9.736666666666666,10.13
150,11.701666666666668,9.896666666666667,9.89
155,11.791666666666668,9.488333333333333,9.87
160,11.821666666666667,9.226666666666667,9.180000000000001
165,11.908333333333333,9.118333333333334,9.07
170,12.033333333333333,9.378333333333334,8.82
175,12.186666666666666,9.653333333333332,9.26
180,12.026666666666666,9.678333333333333,9.48
185,12.053333333333335,10.16,9.49
190,12.313333333333333,9.281666666666668,9.15
195,12.45,9.056666666666667,8.63
200,12.42,9.83,9.59
205,12.448333333333334,9.583333333333334,9.75
210,12.393333333333334,10.176666666666668,10.100000000000001
215,12.693333333333335,9.118333333333334,9.08
220,12.795000000000002,8.956666666666667,8.7
225,12.823333333333334,8.443333333333333,8.42
230,12.963333333333333,9.678333333333333,10.07
235,12.836666666666666,9.621666666666668,9.87
240,12.878333333333334,9.511666666666667,9.21
245,12.973333333333334,9.931666666666667,10.08
250,13.051666666666668,9.93,10.12
255,13.455,9.965,9.99
260,13.263333333333332,9.876666666666667,9.959999999999999
265,13.378333333333334,9.520000000000001,9.41
270,13.461666666666666,9.393333333333333,9.53
275,13.753333333333334,9.503333333333334,9.56
280,13.625000000000002,9.683333333333334,9.700000000000001
285,13.626666666666667,9.491666666666667,9.65
290,13.798333333333336,9.686666666666667,9.629999999999999
295,13.955,9.594999999999999,9.790000000000001
300,13.969999999999999,9.383333333333335,9.610000000000001
305,13.915,9.458333333333334,9.31
310,13.923333333333332,10.078333333333333,10.07
315,14.101666666666668,9.985,9.73
320,13.811666666666667,10.038333333333334,9.98
325,13.966666666666667,10.208333333333334,9.73
330,14.000000000000002,9.996666666666666,9.66
335,14.273333333333332,9.545,9.62
340,14.073333333333332,10.161666666666665,10.040000000000001
345,14.403333333333334,9.945,9.229999999999999
350,14.471666666666666,9.728333333333333,9.68
355,14.62,9.953333333333333,9.45
360,14.305000000000001,10.221666666666666,9.67
365,14.295,9.918333333333333,9.719999999999999
370,14.399999999999999,10.293333333333333,9.790000000000001
375,14.468333333333334,10.131666666666666,9.78
380,14.601666666666665,9.995,9.41
385,14.516666666666666,9.445,9.180000000000001
390,14.56,10.278333333333334,10.15
395,14.656666666666668,10.211666666666666,9.69
400,14.571666666666665,10.833333333333334,10.51
405,14.67,10.453333333333333,9.9
410,14.788333333333334,10.103333333333333,9.700000000000001
415,14.973333333333333,10.613333333333333,9.950000000000001
420,15.02,10.006666666666666,10.08
425,14.99,10.825,10.69
430,15.155,10.705,10.66
435,14.981666666666666,10.63,10.01
440,14.956666666666665,10.276666666666667,10.23
445,15.09,10.633333333333333,10.620000000000001
450,15.14,10.601666666666667,10.6
455,14.893333333333333,10.346666666666666,10.31
460,15.208333333333332,10.385,10.65
465,15.158333333333331,11.176666666666666,11.15
470,15.06,10.261666666666667,10.299999999999999
475,14.598333333333333,10.521666666666667,10.39
480,14.688333333333334,11.071666666666667,10.99
485,14.508333333333335,10.808333333333334,11.020000000000001
490,15.058333333333335,10.826666666666666,10.93
495,14.935,11.131666666666666,11.1
500,15.166666666666668,10.81,10.71
