Epoch,Correct,Total,Accuracy
10,111,10778,0.0103
11,103,10778,0.0096
12,96,10778,0.0089
13,91,10778,0.0084
14,101,10778,0.0094
15,111,10778,0.0103
16,153,10778,0.0142
17,133,10778,0.0123
18,187,10778,0.0174
19,204,10778,0.0189
20,212,10778,0.0197
21,236,10778,0.0219
22,297,10778,0.0276
23,313,10778,0.029
24,366,10778,0.034
25,389,10778,0.0361
26,401,10778,0.0372
27,440,10778,0.0408
28,436,10778,0.0405
29,517,10778,0.048
30,502,10778,0.0466
31,541,10778,0.0502
32,578,10778,0.0536
33,550,10778,0.051
34,589,10778,0.0546
35,643,10778,0.0597
36,595,10778,0.0552
37,534,10778,0.0495
38,609,10778,0.0565
39,565,10778,0.0524
40,593,10778,0.055
41,564,10778,0.0523
42,626,10778,0.0581
43,621,10778,0.0576
44,666,10778,0.0618
45,675,10778,0.0626
46,595,10778,0.0552
47,617,10778,0.0572
48,580,10778,0.0538
49,618,10778,0.0573
50,622,10778,0.0577
51,615,10778,0.0571
52,721,10778,0.0669
53,655,10778,0.0608
54,674,10778,0.0625
55,626,10778,0.0581
56,691,10778,0.0641
57,601,10778,0.0558
58,582,10778,0.054
59,557,10778,0.0517
60,568,10778,0.0527
61,570,10778,0.0529
62,665,10778,0.0617
63,649,10778,0.0602
64,612,10778,0.0568
65,562,10778,0.0521
66,580,10778,0.0538
67,556,10778,0.0516
68,536,10778,0.0497
69,568,10778,0.0527
70,606,10778,0.0562
71,607,10778,0.0563
72,448,10778,0.0416
73,622,10778,0.0577
74,570,10778,0.0529
75,594,10778,0.0551
76,568,10778,0.0527
77,606,10778,0.0562
78,556,10778,0.0516
79,491,10778,0.0456
80,517,10778,0.048
81,568,10778,0.0527
82,636,10778,0.059
83,471,10778,0.0437
84,457,10778,0.0424
85,475,10778,0.0441
86,535,10778,0.0496
87,503,10778,0.0467
88,497,10778,0.0461
89,466,10778,0.0432
90,419,10778,0.0389
91,399,10778,0.037
92,441,10778,0.0409
93,406,10778,0.0377
94,441,10778,0.0409
95,438,10778,0.0406
96,375,10778,0.0348
97,318,10778,0.0295
98,357,10778,0.0331
99,341,10778,0.0316
