,number_pca_components_class
0,19
1,23
2,31
3,34
4,32
5,39
6,39
7,39
8,32
9,35
10,37
11,37
12,26
13,19
14,29
15,43
16,43
17,42
18,30
19,36
20,29
21,35
22,24
23,11
24,38
25,38
26,38
27,41
28,38
29,41
30,36
31,34
32,38
33,39
34,33
35,35
36,30
37,34
38,34
39,33
40,42
41,39
42,39
43,37
44,24
45,20
46,37
47,38
48,40
49,39
50,32
51,35
52,31
53,39
54,41
55,32
56,34
57,32
58,32
59,40
60,28
61,31
62,39
63,42
64,43
65,29
66,38
67,49
68,31
69,43
70,23
71,30
72,41
73,39
74,36
75,43
76,48
77,36
78,32
79,46
80,46
81,22
82,26
83,37
84,36
85,41
86,31
87,36
88,48
89,44
90,23
91,33
92,44
93,28
94,21
95,37
96,33
97,33
98,35
99,46
100,43
101,32
102,44
103,18
104,42
105,34
106,42
107,29
108,27
109,39
110,40
111,21
112,30
113,41
114,38
115,18
116,25
117,44
118,27
119,36
120,37
121,24
122,45
123,37
124,19
125,41
126,24
127,40
128,23
129,35
130,41
131,43
132,37
133,16
134,41
135,39
136,37
137,38
138,32
139,44
140,32
141,42
142,38
143,31
144,43
145,21
146,23
147,41
148,35
149,46
150,44
151,41
152,39
153,21
154,26
155,43
156,43
157,32
158,47
159,46
160,48
161,43
162,35
163,31
164,33
165,23
166,14
167,26
168,47
169,33
170,28
171,42
172,45
173,29
174,42
175,47
176,29
177,27
178,26
179,37
180,36
181,32
182,27
183,35
184,19
185,43
186,18
187,19
188,36
189,28
190,33
191,16
192,16
193,26
194,27
195,34
196,27
197,33
198,29
199,34
