,number_pca_components_class
0,95
1,106
2,111
3,115
4,133
5,123
6,141
7,152
8,125
9,128
10,155
11,116
12,103
13,102
14,150
15,142
16,150
17,170
18,137
19,148
20,111
21,118
22,117
23,87
24,120
25,121
26,127
27,122
28,111
29,127
30,119
31,124
32,117
33,119
34,105
35,107
36,128
37,122
38,148
39,132
40,159
41,153
42,142
43,135
44,114
45,94
46,157
47,125
48,116
49,113
50,100
51,102
52,118
53,119
54,115
55,106
56,105
57,99
58,123
59,145
60,102
61,126
62,149
63,126
64,157
65,110
66,131
67,158
68,123
69,136
70,91
71,116
72,156
73,150
74,132
75,142
76,153
77,120
78,127
79,175
80,167
81,117
82,119
83,134
84,108
85,148
86,131
87,123
88,160
89,159
90,122
91,125
92,139
93,109
94,110
95,130
96,129
97,123
98,135
99,153
100,135
101,116
102,158
103,104
104,134
105,116
106,127
107,138
108,120
109,140
110,126
111,101
112,104
113,144
114,141
115,122
116,96
117,136
118,115
119,118
120,136
121,108
122,156
123,112
124,97
125,133
126,121
127,138
128,119
129,137
130,155
131,148
132,132
133,76
134,158
135,155
136,124
137,137
138,130
139,145
140,137
141,143
142,151
143,113
144,161
145,102
146,102
147,139
148,141
149,157
150,131
151,147
152,158
153,119
154,107
155,134
156,119
157,121
158,164
159,154
160,160
161,137
162,106
163,123
164,114
165,95
166,84
167,117
168,164
169,135
170,105
171,139
172,147
173,96
174,136
175,157
176,113
177,118
178,104
179,123
180,135
181,115
182,102
183,106
184,111
185,151
186,93
187,93
188,123
189,125
190,112
191,84
192,81
193,108
194,104
195,135
196,138
197,125
198,109
199,130
