,number_pca_components_class
0,45
1,50
2,70
3,83
4,70
5,104
6,107
7,95
8,79
9,91
10,93
11,85
12,70
13,36
14,56
15,102
16,96
17,97
18,74
19,85
20,68
21,80
22,55
23,23
24,102
25,98
26,91
27,108
28,96
29,108
30,110
31,84
32,116
33,98
34,85
35,88
36,67
37,75
38,73
39,75
40,100
41,97
42,85
43,81
44,53
45,51
46,82
47,94
48,108
49,103
50,80
51,88
52,85
53,110
54,101
55,82
56,84
57,88
58,76
59,109
60,84
61,81
62,101
63,116
64,122
65,100
66,97
67,130
68,93
69,110
70,64
71,77
72,108
73,110
74,89
75,129
76,130
77,107
78,76
79,114
80,126
81,57
82,68
83,89
84,102
85,99
86,93
87,97
88,125
89,119
90,68
91,90
92,113
93,69
94,58
95,100
96,91
97,104
98,109
99,121
100,118
101,78
102,126
103,58
104,95
105,97
106,114
107,81
108,89
109,97
110,110
111,62
112,92
113,103
114,98
115,48
116,77
117,108
118,81
119,112
120,110
121,76
122,110
123,108
124,46
125,108
126,68
127,122
128,77
129,90
130,107
131,121
132,94
133,50
134,99
135,114
136,105
137,98
138,100
139,120
140,97
141,115
142,114
143,78
144,117
145,53
146,79
147,124
148,85
149,118
150,123
151,108
152,87
153,63
154,73
155,113
156,121
157,92
158,120
159,113
160,123
161,112
162,95
163,86
164,92
165,78
166,43
167,75
168,125
169,88
170,84
171,109
172,124
173,83
174,102
175,118
176,74
177,66
178,64
179,90
180,96
181,80
182,67
183,70
184,50
185,97
186,46
187,43
188,74
189,66
190,77
191,45
192,53
193,70
194,61
195,86
196,55
197,81
198,69
199,72
