,epoch,average_angle_pc_weight
0,0,90.16365127563476
1,1,82.39340438842774
2,2,81.53175277709961
3,4,80.49866180419922
4,6,79.27237930297852
5,8,78.27742385864258
6,10,77.50372848510742
7,12,76.91030502319336
8,14,76.32571640014649
9,16,75.94329605102538
10,18,75.65890274047851
11,20,75.46076278686523
12,25,75.41626052856445
13,30,75.8775146484375
14,35,76.51042327880859
15,40,77.0983642578125
16,45,77.31045608520508
17,50,77.13091430664062
18,55,76.47499618530273
19,60,76.01638488769531
20,65,75.68595809936524
21,70,75.38457260131835
22,75,74.95779037475586
23,80,74.51578063964844
24,85,74.23981323242188
25,90,73.82425079345703
26,95,73.78352813720703
27,100,73.39092483520508
28,105,73.49587554931641
29,110,73.44158782958985
30,115,73.00981140136719
31,120,72.73017196655273
32,125,72.66949310302735
33,130,72.43667831420899
34,135,72.50420837402343
35,140,72.20220947265625
36,145,72.30260543823242
37,150,72.47110977172852
38,155,72.56767120361329
39,160,72.76667556762695
40,165,72.77559432983398
41,170,72.94817886352538
42,175,73.09827499389648
