,epoch,average_angle_pc_weight
0,0,89.89572448730469
1,1,82.57136917114258
2,2,81.14490509033203
3,4,80.36168594360352
4,6,79.25473098754883
5,8,78.2158332824707
6,10,77.44129867553711
7,12,76.86951141357422
8,14,76.31490936279297
9,16,75.93308715820312
10,18,75.53258819580078
11,20,75.39432983398437
12,25,75.37027587890626
13,30,75.71948013305663
14,35,76.41892471313477
15,40,77.32080154418945
16,45,77.74138565063477
17,50,77.24519348144531
18,55,76.71689529418946
19,60,75.99620056152344
20,65,75.68720092773438
21,70,75.23176193237305
22,75,74.74918899536132
23,80,74.62198410034179
24,85,74.09948348999023
25,90,74.02936401367188
26,95,73.76014785766601
27,100,73.55667724609376
28,105,73.44600219726563
29,110,73.1150115966797
30,115,73.13656463623047
31,120,72.66104736328126
32,125,72.85932388305665
33,130,72.59527969360352
34,135,72.50048599243163
35,140,72.4949836730957
36,145,72.07131805419922
37,150,72.02026596069337
38,155,72.33831558227538
39,160,72.25416564941406
40,165,72.22723617553712
41,170,72.31091918945313
42,175,71.24723510742187
43,180,71.25587844848633
44,185,71.51543426513672
45,190,71.74186553955079
46,195,71.94976119995117
47,200,72.03227386474609
