,number_pca_components_class
0,4
1,10
2,8
3,9
4,9
5,11
6,11
7,9
8,8
9,10
10,9
11,7
12,9
13,4
14,5
15,8
16,9
17,8
18,7
19,8
20,7
21,7
22,5
23,3
24,9
25,10
26,9
27,9
28,10
29,8
30,11
31,7
32,9
33,10
34,9
35,10
36,6
37,8
38,7
39,7
40,8
41,9
42,7
43,7
44,9
45,4
46,6
47,8
48,11
49,10
50,9
51,9
52,8
53,10
54,11
55,8
56,10
57,10
58,10
59,9
60,6
61,10
62,8
63,8
64,9
65,9
66,8
67,10
68,8
69,8
70,7
71,5
72,7
73,8
74,8
75,9
76,9
77,8
78,8
79,9
80,8
81,8
82,8
83,7
84,9
85,8
86,8
87,8
88,9
89,10
90,7
91,11
92,9
93,8
94,8
95,7
96,6
97,10
98,11
99,9
100,9
101,6
102,9
103,7
104,8
105,8
106,8
107,9
108,8
109,7
110,8
111,8
112,7
113,8
114,10
115,7
116,7
117,8
118,9
119,9
120,8
121,7
122,9
123,9
124,5
125,9
126,9
127,9
128,7
129,9
130,7
131,9
132,6
133,5
134,8
135,9
136,10
137,7
138,8
139,9
140,9
141,9
142,10
143,9
144,10
145,8
146,8
147,10
148,5
149,8
150,9
151,9
152,8
153,8
154,6
155,8
156,10
157,7
158,8
159,8
160,9
161,8
162,8
163,8
164,9
165,8
166,5
167,8
168,9
169,8
170,7
171,10
172,8
173,5
174,8
175,8
176,8
177,6
178,5
179,7
180,8
181,7
182,5
183,6
184,4
185,8
186,3
187,4
188,5
189,6
190,6
191,5
192,5
193,6
194,5
195,6
196,6
197,5
198,5
199,7
