,number_pca_components_class
0,93
1,71
2,82
3,79
4,95
5,90
6,109
7,118
8,88
9,94
10,115
11,81
12,74
13,96
14,122
15,108
16,109
17,134
18,114
19,110
20,76
21,90
22,88
23,64
24,89
25,90
26,92
27,90
28,77
29,94
30,87
31,96
32,89
33,87
34,73
35,70
36,103
37,84
38,111
39,98
40,127
41,120
42,105
43,96
44,91
45,75
46,121
47,99
48,80
49,73
50,64
51,66
52,78
53,81
54,79
55,77
56,73
57,63
58,85
59,110
60,74
61,94
62,120
63,93
64,118
65,79
66,90
67,125
68,89
69,109
70,61
71,94
72,130
73,116
74,104
75,105
76,120
77,91
78,97
79,145
80,141
81,81
82,93
83,109
84,69
85,119
86,98
87,89
88,129
89,130
90,94
91,94
92,105
93,84
94,83
95,106
96,85
97,86
98,105
99,120
100,103
101,97
102,120
103,80
104,116
105,87
106,94
107,101
108,85
109,112
110,96
111,68
112,77
113,119
114,101
115,97
116,61
117,104
118,75
119,86
120,101
121,75
122,121
123,84
124,74
125,101
126,89
127,105
128,90
129,96
130,127
131,117
132,106
133,54
134,129
135,123
136,90
137,108
138,104
139,114
140,109
141,111
142,114
143,78
144,126
145,77
146,67
147,105
148,114
149,122
150,100
151,113
152,120
153,94
154,71
155,101
156,87
157,86
158,128
159,122
160,128
161,107
162,65
163,92
164,74
165,57
166,54
167,83
168,134
169,106
170,66
171,102
172,121
173,74
174,112
175,127
176,79
177,96
178,86
179,97
180,102
181,95
182,84
183,83
184,95
185,121
186,83
187,82
188,104
189,103
190,95
191,69
192,69
193,84
194,73
195,99
196,108
197,92
198,79
199,99
