,number_pca_components_class
0,128
1,118
2,153
3,160
4,152
5,188
6,202
7,184
8,152
9,142
10,199
11,161
12,122
13,121
14,160
15,193
16,199
17,204
18,160
19,173
20,130
21,145
22,115
23,78
24,181
25,163
26,168
27,176
28,145
29,172
30,174
31,160
32,173
33,162
34,151
35,121
36,143
37,144
38,155
39,159
40,195
41,167
42,180
43,168
44,109
45,123
46,185
47,184
48,167
49,114
50,95
51,128
52,133
53,132
54,154
55,140
56,127
57,100
58,124
59,216
60,149
61,157
62,173
63,178
64,217
65,171
66,142
67,213
68,151
69,183
70,123
71,151
72,197
73,209
74,164
75,185
76,225
77,160
78,135
79,230
80,221
81,107
82,143
83,184
84,132
85,167
86,147
87,145
88,227
89,215
90,166
91,162
92,184
93,157
94,128
95,178
96,152
97,167
98,182
99,215
100,202
101,147
102,216
103,120
104,194
105,148
106,183
107,164
108,164
109,185
110,153
111,126
112,153
113,203
114,160
115,141
116,116
117,182
118,106
119,171
120,182
121,133
122,214
123,166
124,106
125,196
126,130
127,191
128,133
129,176
130,196
131,194
132,178
133,79
134,175
135,220
136,184
137,174
138,173
139,197
140,161
141,183
142,209
143,129
144,208
145,119
146,149
147,194
148,153
149,216
150,203
151,178
152,173
153,137
154,131
155,161
156,194
157,162
158,193
159,212
160,206
161,210
162,129
163,175
164,136
165,93
166,88
167,151
168,226
169,164
170,125
171,156
172,181
173,138
174,200
175,221
176,152
177,142
178,144
179,181
180,187
181,168
182,149
183,137
184,121
185,200
186,105
187,122
188,172
189,141
190,162
191,107
192,118
193,140
194,112
195,146
196,151
197,152
198,124
199,165
