Epoch,Correct,Total,Accuracy
10,531,32546,0.0163
11,551,32546,0.0169
12,529,32546,0.0163
13,531,32546,0.0163
14,545,32546,0.0167
15,563,32546,0.0173
16,572,32546,0.0176
17,608,32546,0.0187
18,618,32546,0.019
19,653,32546,0.0201
20,680,32546,0.0209
21,699,32546,0.0215
22,738,32546,0.0227
23,784,32546,0.0241
24,813,32546,0.025
25,886,32546,0.0272
26,924,32546,0.0284
27,999,32546,0.0307
28,1069,32546,0.0328
29,1144,32546,0.0352
30,1237,32546,0.038
31,1345,32546,0.0413
32,1439,32546,0.0442
33,1577,32546,0.0485
34,1734,32546,0.0533
35,1897,32546,0.0583
36,1970,32546,0.0605
37,2113,32546,0.0649
38,2177,32546,0.0669
39,2257,32546,0.0693
40,2440,32546,0.075
41,2513,32546,0.0772
42,2609,32546,0.0802
43,2713,32546,0.0834
44,2643,32546,0.0812
45,2785,32546,0.0856
46,2924,32546,0.0898
47,3034,32546,0.0932
48,3224,32546,0.0991
49,3247,32546,0.0998
50,3389,32546,0.1041
51,3681,32546,0.1131
52,3814,32546,0.1172
53,4033,32546,0.1239
54,4117,32546,0.1265
55,4241,32546,0.1303
56,4318,32546,0.1327
57,4489,32546,0.1379
58,4598,32546,0.1413
59,4503,32546,0.1384
60,4591,32546,0.1411
61,4658,32546,0.1431
62,4642,32546,0.1426
63,4706,32546,0.1446
64,4877,32546,0.1498
65,5127,32546,0.1575
66,5388,32546,0.1656
67,5451,32546,0.1675
68,5727,32546,0.176
69,5732,32546,0.1761
70,5682,32546,0.1746
71,5658,32546,0.1738
72,5503,32546,0.1691
73,5430,32546,0.1668
74,5499,32546,0.169
75,5656,32546,0.1738
76,5720,32546,0.1758
77,5984,32546,0.1839
78,6115,32546,0.1879
79,6215,32546,0.191
80,6266,32546,0.1925
81,6347,32546,0.195
82,6303,32546,0.1937
83,6228,32546,0.1914
84,6370,32546,0.1957
85,6063,32546,0.1863
86,6005,32546,0.1845
87,6053,32546,0.186
88,6111,32546,0.1878
89,6381,32546,0.1961
90,6486,32546,0.1993
91,6585,32546,0.2023
92,6661,32546,0.2047
93,6710,32546,0.2062
94,7072,32546,0.2173
95,6875,32546,0.2112
96,6835,32546,0.21
97,6898,32546,0.2119
98,6853,32546,0.2106
99,7021,32546,0.2157
