Epoch,Correct,Total,Accuracy
10,23885,27454,0.87
11,23971,27454,0.8731
12,24138,27454,0.8792
13,24265,27454,0.8838
14,24347,27454,0.8868
15,24421,27454,0.8895
16,24432,27454,0.8899
17,24507,27454,0.8927
18,24506,27454,0.8926
19,24488,27454,0.892
20,24554,27454,0.8944
21,24566,27454,0.8948
22,24599,27454,0.896
23,24651,27454,0.8979
24,24658,27454,0.8982
25,24618,27454,0.8967
26,24595,27454,0.8959
27,24521,27454,0.8932
28,24424,27454,0.8896
29,24422,27454,0.8896
30,24176,27454,0.8806
31,23976,27454,0.8733
32,23785,27454,0.8664
33,23743,27454,0.8648
34,23691,27454,0.8629
35,23614,27454,0.8601
36,23474,27454,0.855
37,23171,27454,0.844
38,23130,27454,0.8425
39,22955,27454,0.8361
40,22497,27454,0.8194
41,22136,27454,0.8063
42,21578,27454,0.786
43,21128,27454,0.7696
44,21272,27454,0.7748
45,21552,27454,0.785
46,21740,27454,0.7919
47,21590,27454,0.7864
48,21108,27454,0.7688
49,20594,27454,0.7501
50,20019,27454,0.7292
51,19394,27454,0.7064
52,19408,27454,0.7069
53,19060,27454,0.6943
54,19352,27454,0.7049
55,19312,27454,0.7034
56,19342,27454,0.7045
57,18993,27454,0.6918
58,18330,27454,0.6677
59,18847,27454,0.6865
60,18771,27454,0.6837
61,19013,27454,0.6925
62,19163,27454,0.698
63,19084,27454,0.6951
64,19237,27454,0.7007
65,19115,27454,0.6963
66,18681,27454,0.6804
67,18686,27454,0.6806
68,18367,27454,0.669
69,18961,27454,0.6906
70,19283,27454,0.7024
71,18985,27454,0.6915
72,18770,27454,0.6837
73,18362,27454,0.6688
74,18083,27454,0.6587
75,18428,27454,0.6712
76,18648,27454,0.6792
77,18902,27454,0.6885
78,18779,27454,0.684
79,18705,27454,0.6813
80,18049,27454,0.6574
81,18128,27454,0.6603
82,18188,27454,0.6625
83,18016,27454,0.6562
84,17604,27454,0.6412
85,17186,27454,0.626
86,17514,27454,0.6379
87,17295,27454,0.63
88,17065,27454,0.6216
89,17213,27454,0.627
90,17013,27454,0.6197
91,16952,27454,0.6175
92,16547,27454,0.6027
93,16963,27454,0.6179
94,16585,27454,0.6041
95,16496,27454,0.6009
96,16248,27454,0.5918
97,16293,27454,0.5935
98,15799,27454,0.5755
99,16043,27454,0.5844
