epoch,Train_accuracy,Train_accuracy_org,Test_accuracy
11,70.504,0.5,0.5
12,70.817,0.5,0.5
13,71.687,0.5,0.5
14,71.75200000000001,0.5,0.5
15,70.122,0.5,0.5
16,70.476,0.5,0.5
17,58.398,0.5,0.5
18,42.152,0.5,0.5
19,43.265,0.5,0.5
20,34.054,0.5,0.5
21,38.689,0.5,0.5
22,40.988,0.5,0.5
23,42.031,0.5,0.5
24,42.86,0.5,0.5
25,43.556,0.5,0.5
26,44.462,0.5,0.5
27,45.324999999999996,0.5,0.5
28,45.906000000000006,0.5,0.5
29,45.977000000000004,0.5,0.5
30,46.259,0.5,0.5
31,46.54,0.5,0.5
32,46.874,0.5,0.5
33,47.305,0.5,0.5
34,47.461999999999996,0.5,0.5
35,48.022,0.5,0.5
36,48.466,0.5,0.5
37,48.717,0.5,0.5
38,48.956,0.5,0.5
39,49.183,0.5,0.5
40,49.486999999999995,0.5,0.5
41,49.864000000000004,0.5,0.5
42,49.96,0.5,0.5
43,50.13999999999999,0.5,0.5
44,50.376,0.5,0.5
45,50.531000000000006,0.5,0.5
46,50.629000000000005,0.5,0.5
47,50.918,0.5,0.5
48,51.025,0.5,0.5
49,51.171,0.5,0.5
50,51.132,0.5,0.5
51,51.383,0.5,0.5
52,51.64,0.5,0.5
53,51.693,0.5,0.5
54,51.849999999999994,0.5,0.5
55,52.061,0.5,0.5
56,52.198,0.5,0.5
57,52.34799999999999,0.5,0.5
58,52.541000000000004,0.5,0.5
59,52.714000000000006,0.5,0.5
60,52.844,0.5,0.5
61,52.913,0.5,0.5
62,53.05800000000001,0.5,0.5
63,53.186,0.5,0.5
64,53.317,0.5,0.5
65,53.428,0.5,0.5
66,53.48500000000001,0.5,0.5
67,53.581999999999994,0.5,0.5
68,53.612,0.5,0.5
69,53.745,0.5,0.5
70,53.858,0.5,0.5
71,53.903999999999996,0.5,0.5
72,53.995000000000005,0.5,0.5
73,54.113,0.5,0.5
74,54.205999999999996,0.5,0.5
75,54.30500000000001,0.5,0.5
76,54.347,0.5,0.5
77,54.408,0.5,0.5
78,54.495000000000005,0.5,0.5
79,54.457,0.5,0.5
80,54.493,0.5,0.5
81,54.51200000000001,0.5,0.5
82,54.61,0.5,0.5
83,54.718999999999994,0.5,0.5
84,54.74099999999999,0.5,0.5
85,54.81,0.5,0.5
86,54.903,0.5,0.5
87,54.986999999999995,0.5,0.5
88,55.079,0.5,0.5
89,55.16,0.5,0.5
90,55.239000000000004,0.5,0.5
91,55.31399999999999,0.5,0.5
92,55.386,0.5,0.5
93,55.413000000000004,0.5,0.5
94,55.45,0.5,0.5
95,55.47,0.5,0.5
96,55.521,0.5,0.5
97,55.591,0.5,0.5
98,55.676,0.5,0.5
99,55.739000000000004,0.5,0.5
100,55.806,0.5,0.5
