,number_pca_components_class
0,78
1,51
2,81
3,90
4,79
5,110
6,121
7,117
8,98
9,95
10,114
11,114
12,69
13,66
14,82
15,117
16,122
17,127
18,91
19,90
20,77
21,98
22,77
23,38
24,124
25,112
26,114
27,119
28,102
29,113
30,118
31,109
32,122
33,106
34,93
35,90
36,85
37,87
38,89
39,86
40,113
41,125
42,111
43,94
44,47
45,56
46,111
47,127
48,111
49,101
50,75
51,88
52,85
53,108
54,106
55,86
56,81
57,74
58,99
59,124
60,85
61,79
62,108
63,112
64,131
65,102
66,106
67,135
68,88
69,131
70,60
71,83
72,127
73,128
74,106
75,133
76,136
77,114
78,65
79,145
80,153
81,69
82,66
83,120
84,105
85,101
86,95
87,102
88,150
89,140
90,92
91,98
92,127
93,69
94,60
95,115
96,101
97,120
98,128
99,152
100,137
101,91
102,137
103,55
104,124
105,93
106,125
107,89
108,96
109,120
110,117
111,61
112,88
113,140
114,107
115,65
116,66
117,141
118,75
119,104
120,110
121,77
122,138
123,121
124,49
125,131
126,66
127,122
128,69
129,95
130,138
131,134
132,106
133,39
134,112
135,139
136,129
137,118
138,107
139,134
140,99
141,130
142,126
143,84
144,145
145,63
146,76
147,139
148,96
149,138
150,132
151,112
152,87
153,65
154,74
155,130
156,135
157,96
158,137
159,142
160,149
161,139
162,95
163,107
164,95
165,72
166,42
167,68
168,153
169,88
170,88
171,117
172,130
173,77
174,129
175,143
176,76
177,81
178,71
179,120
180,122
181,92
182,84
183,88
184,62
185,131
186,55
187,57
188,105
189,78
190,85
191,45
192,52
193,96
194,72
195,100
196,81
197,98
198,81
199,88
