,epoch,dot_p_b_corr,dot_p_b_org
0,0,-0.0046162617048952385,-0.0099292703333086
1,1,-0.00791306893045522,0.03869460851665596
2,2,-0.022642654440811174,0.00023928004007579552
3,4,0.055482962331282096,-0.006718393574610265
4,6,-0.10667355146201385,-0.09331759851958155
5,8,-0.06935071672731052,-0.27908704525107836
6,10,-0.16031499013841835,-0.16533087785945436
7,12,-0.2094786397854343,-0.08332140430043203
8,14,0.004403100496187323,-0.05610409036319968
9,16,-0.16523557311728498,0.05573325276091117
10,18,-0.2173559279444414,0.0388034425312315
11,20,-0.20551687721743483,-0.05554718159047001
12,25,-0.2048233565537904,-0.05734408078483916
13,30,-0.02403031955671188,0.00024334106198559415
14,35,-0.1484259088020141,0.013914770954250156
15,40,-0.18712539116759305,-0.1104274268433126
16,45,-0.06048454023030541,-0.06078473486811917
17,50,0.06897262938400656,-0.054167842008260136
18,55,-0.04811565624648595,-0.008943881934463166
19,60,0.09958247756652679,0.0106115798060474
20,65,-0.10933933408727217,-0.009476186387486991
21,70,0.0048458045831464075,-0.08170136931802624
22,75,0.017135749472077178,0.024400890701366872
23,80,-0.09405364566898505,-0.12670400272190016
24,85,-0.11359820104774139,-0.10809195142233148
25,90,-0.10571533321745133,-0.051610531213202096
26,95,-0.06891337932104302,-0.07004020441199814
27,100,-0.007832461714643319,0.007970164646037314
28,105,0.007107548391002139,0.02096767632051949
29,110,-0.2257272938287919,0.043600609918147695
30,115,-0.16856726664553812,0.01205160729351188
31,120,-0.06620158936915689,-0.13776853294806835
32,125,-0.011243959625604162,-0.03877874387045585
33,130,-0.06037878318955923,-0.04125307729098453
34,135,-0.04527206872052126,-0.0019013937546868754
35,140,-0.11606411260212375,-0.09357534143610052
36,145,-0.05722913733702717,0.005078815048507396
37,150,-0.0582433097051001,-0.08640477011045157
38,155,-0.11712296397852458,-0.08398849490683524
39,160,-0.18083061438095738,0.04540993199662859
40,165,-0.18232604944343733,-0.037284143258215614
41,170,-0.177190869128807,-0.039450153201405214
42,175,-0.17480544478325988,-0.001967691050253909
