,number_pca_components_class
0,10
1,7
2,8
3,8
4,8
5,8
6,9
7,10
8,9
9,7
10,9
11,8
12,7
13,14
14,12
15,9
16,8
17,10
18,7
19,10
20,7
21,8
22,10
23,14
24,9
25,8
26,9
27,8
28,8
29,8
30,8
31,9
32,9
33,9
34,9
35,8
36,8
37,8
38,8
39,9
40,9
41,9
42,9
43,9
44,7
45,8
46,10
47,9
48,9
49,8
50,8
51,8
52,9
53,8
54,7
55,8
56,8
57,8
58,7
59,8
60,8
61,7
62,9
63,8
64,9
65,8
66,8
67,9
68,8
69,9
70,7
71,10
72,10
73,8
74,9
75,8
76,9
77,8
78,9
79,10
80,10
81,7
82,7
83,8
84,7
85,10
86,10
87,8
88,9
89,9
90,8
91,8
92,10
93,7
94,8
95,9
96,9
97,8
98,8
99,9
100,8
101,11
102,8
103,8
104,8
105,8
106,8
107,7
108,8
109,10
110,9
111,7
112,8
113,9
114,7
115,8
116,7
117,10
118,8
119,8
120,8
121,8
122,10
123,8
124,9
125,9
126,7
127,9
128,8
129,8
130,10
131,8
132,10
133,7
134,9
135,8
136,8
137,8
138,8
139,8
140,8
141,9
142,8
143,7
144,9
145,7
146,9
147,7
148,13
149,9
150,8
151,9
152,9
153,8
154,8
155,9
156,8
157,8
158,8
159,11
160,9
161,8
162,8
163,8
164,7
165,8
166,7
167,8
168,10
169,8
170,9
171,8
172,10
173,10
174,8
175,8
176,8
177,7
178,8
179,8
180,8
181,8
182,8
183,8
184,8
185,8
186,9
187,10
188,9
189,7
190,8
191,7
192,8
193,9
194,10
195,9
196,13
197,9
198,10
199,9
