,pca_variance_class
0,0.9341192198981656
1,0.938229628211537
2,0.9353440425043044
3,0.9328173896492019
4,0.9381597698475101
5,0.9318909067889352
6,0.9405354711151541
7,0.9329078865635464
8,0.9398634326140791
9,0.9370302351180984
