,epoch,Train_accuracy,Test_accuracy
0,1,42.054,62.23
1,2,55.596000000000004,67.01
2,3,62.312,64.11
3,4,67.36999999999999,62.38
4,5,71.328,61.8
5,6,74.792,59.650000000000006
6,7,78.804,60.31999999999999
7,8,82.27600000000001,57.32000000000001
8,9,85.602,58.489999999999995
9,10,88.732,59.940000000000005
10,11,90.24799999999999,61.309999999999995
11,12,92.406,60.73
12,13,93.974,61.760000000000005
13,14,94.674,62.150000000000006
14,15,95.976,62.519999999999996
15,16,96.456,63.470000000000006
16,17,97.248,62.480000000000004
17,18,97.798,64.31
18,19,98.316,65.31
19,20,98.504,64.86
20,21,98.462,65.02
21,22,98.612,63.980000000000004
22,23,98.85000000000001,64.86
23,24,99.028,64.86
24,25,99.276,66.12
25,26,99.42,66.0
26,27,99.58399999999999,66.10000000000001
27,28,99.842,67.09
28,29,99.96199999999999,67.96
29,30,100.0,68.23
