Epoch,Correct,Total,Accuracy
40,26940,27697,0.9727
41,27013,27697,0.9753
42,27239,27697,0.9835
43,26937,27697,0.9726
44,27118,27697,0.9791
45,27255,27697,0.984
46,26837,27697,0.9689
47,27120,27697,0.9792
48,27123,27697,0.9793
49,27154,27697,0.9804
50,27165,27697,0.9808
51,27160,27697,0.9806
52,27084,27697,0.9779
53,27007,27697,0.9751
54,27138,27697,0.9798
55,27112,27697,0.9789
56,27234,27697,0.9833
57,26926,27697,0.9722
58,26975,27697,0.9739
59,26716,27697,0.9646
60,26896,27697,0.9711
61,27122,27697,0.9792
62,27121,27697,0.9792
63,26793,27697,0.9674
64,27012,27697,0.9753
65,27094,27697,0.9782
66,26755,27697,0.966
67,26866,27697,0.97
68,26865,27697,0.97
69,25930,27697,0.9362
70,27033,27697,0.976
71,26947,27697,0.9729
72,27146,27697,0.9801
73,26849,27697,0.9694
74,26910,27697,0.9716
75,26913,27697,0.9717
76,26916,27697,0.9718
77,26818,27697,0.9683
78,27024,27697,0.9757
79,27112,27697,0.9789
80,26595,27697,0.9602
81,26777,27697,0.9668
82,24532,27697,0.8857
83,27133,27697,0.9796
84,26817,27697,0.9682
85,27085,27697,0.9779
86,27019,27697,0.9755
87,27004,27697,0.975
88,26633,27697,0.9616
89,26839,27697,0.969
90,26298,27697,0.9495
91,26177,27697,0.9451
92,26778,27697,0.9668
93,26959,27697,0.9734
94,26535,27697,0.958
95,27065,27697,0.9772
96,26879,27697,0.9705
97,26916,27697,0.9718
98,26592,27697,0.9601
99,25934,27697,0.9363
